id,orginal_title_2,year_2,meterScore,meterClass
154276,The Stone Boy,1984,67,fresh
241939,Threshold,1981,-1,-1
246654,Géraldine,2000,-1,-1
12697,Lauras Stern,2004,-1,-1
329540,The Marine 4: Moving Target,2015,-1,-1
18068,Babar: King of the Elephants,1999,-2,-2
278316,Da Sweet Blood of Jesus,2014,-1,-1
228205,The Longest Ride,2015,31,rotten
272418,Man from Reno,2015,95,certified_fresh
142115,Five Dances,2013,58,rotten
52333,Astral City: A Spiritual Journey,2010,-1,-1
38035,Sweet Sugar,1972,-2,-2
266331,Table For Five,1983,67,fresh
45873,Cannabis,1970,-2,-2
284289,Beyond the Reach,2014,-1,-1
325382,Nuntius,2014,-1,-1
284470,Atari: Game Over,2014,-2,-2
332759,Einstein,2015,-1,-1
228381,Scherbenpark,2013,-2,-2
290043,Mörderische Erpressung,2006,-1,-1
254936,Girltrash: All Night Long,2014,-2,-2
21461,Lage Raho Munna Bhai,2006,-2,-2
295592,Monkey Kingdom,2015,93,certified_fresh
315367,Beck 30 - Sjukhusmorden,2015,-1,-1
313074,Sword of Vengeance,2014,-1,-1
114003,Jersey Shore Shark Attack,2012,-2,-2
128207,Ship of Theseus,,-2,-2
"[{'name': 'Recyclewala Films', 'id': 34271}]",0,,-2,-2
35852,Obsession,1949,-1,-1
201132,Antarctica: A Year on Ice,2013,-1,-1
28904,The Dog Who Saved Christmas,2009,-2,-2
194883,Pystyssä,,-1,-1
/vlm3sfTpNN1NTRVzoyHQz4Yl1Mn.jpg,2013-05-23,,-1,-1
46808,Tallinn pimeduses,1993,-1,-1
293863,The Age of Adaline,2015,54,rotten
297702,Gutshot Straight,2014,-2,-2
250756,Lambert & Stamp,2015,89,certified_fresh
132342,Libertador,2013,-1,-1
319389,Lovesick,2014,29,rotten
174615,Return to Source: The Philosophy of The Matrix,2004,-1,-1
329241,Sinatra: All or Nothing at All,2015,-2,-2
261906,The Sheik,2014,-2,-2
256924,Danny Collins,2015,77,certified_fresh
143525,MP - minä pelkään,1982,-1,-1
21891,Confessions of a Sociopathic Social Climber,2005,-2,-2
333089,Bad Hurt,2016,80,fresh
70758,"Hey, Boo: Harper Lee & To Kill a Mockingbird",2011,78,fresh
283691,Halo: Nightfall,2014,-1,-1
95056,I'm Not Jesus Mommy,2011,-2,-2
44216,Downstream,2010,-2,-2
87503,Eugenie,1970,-2,-2
198044,Erste Liebe,1970,-1,-1
336018,Buscando a Gastón,2014,-1,-1
85966,Night Call Nurses,1972,-2,-2
26503,The Black Cat,1981,33,rotten
39992,La casa nel tempo,1989,-1,-1
48846,La dolce casa degli orrori,1989,-2,-2
37932,Flicka 2,2010,-2,-2
325113,A Girl Like Her,2015,65,fresh
309304,Grandma,2015,91,certified_fresh
248611,Mea Culpa,2014,83,fresh
131455,The Struggle,1931,29,rotten
39185,Winning Time: Reggie Miller vs. The New York Knicks,2010,-1,-1
54735,Straight Outta LA,2010,-2,-2
54732,Silly Little Game,2010,-2,-2
265330,Bad Boys,2014,-1,-1
214074,Oktober November,2013,-1,-1
26687,เปนชู้กับผี,2006,-1,-1
13892,Scarfies,1999,-1,-1
333103,Comedy Central Roast of Justin Bieber,2015,-2,-2
21383,The Butterfly Tattoo,2009,-1,-1
197583,50 to 1,2014,-2,-2
73529,マルドゥック・スクランブル 圧縮,2010,-1,-1
50794,The Even Stevens Movie,2003,40,rotten
111771,The Four Year Plan,2011,-2,-2
262009,Risttuules,2014,-1,-1
250745,Happy Valley,2014,89,fresh
168864,GMO OMG,2013,56,rotten
300155,A Royal Night Out,2015,74,certified_fresh
60591,The Chain Reaction,1980,-2,-2
77128,Absolution,1978,-1,-1
27698,キサラギ,2007,-1,-1
252845,I prosseneti,1976,-1,-1
250349,Barbecue,2014,-2,-2
50113,Malice@Doll,2004,-1,-1
261860,Dior and I,2015,84,certified_fresh
312793,Walking with the Dead,2015,-1,-1
192712,Kite,2014,0,rotten
80530,Magic Beyond Words: The JK Rowling Story,2011,33,rotten
296941,The Hacker Wars,2014,-2,-2
290300,Peter Pan Live!,2014,56,rotten
311627,Pilot Error,2014,-2,-2
297270,Tinker Bell and the Legend of the NeverBeast,2014,-1,-1
175112,Tinker Bell and the Pirate Fairy,2014,-1,-1
100830,Radiostars,2012,-2,-2
118762,Awa buriifu etanitei,2009,-1,-1
44706,Le Pari,1997,-2,-2
31042,Target Earth,1954,-2,-2
289723,An Act of War,2015,-1,-1
28969,The Velveteen Rabbit,2009,86,fresh
269258,Honig im Kopf,2014,-2,-2
36897,Pokémon: Mewtwo Returns,2000,-1,-1
101669,Mother's Day,2010,-1,-1
45190,Su excelencia,1967,-1,-1
327418,Batman Unlimited: Animal Instincts,2015,-2,-2
321030,One More Time,2016,53,rotten
332340,Man Up,2015,80,certified_fresh
72953,Devil's Bible,2008,-1,-1
63573,Чучело,1984,-1,-1
290304,21 Years: Richard Linklater,2014,40,rotten
144097,All I Want for Christmas,2007,-2,-2
106824,"Bomba, the Jungle Boy",1949,-2,-2
107321,Crossplot,1969,-2,-2
12447,Driving Me Crazy,1991,-2,-2
127546,Driving Me Crazy,1988,-2,-2
31899,Ever Since Eve,1937,-2,-2
70026,Falling From Grace,1992,78,fresh
86768,5 Steps to Danger,1957,-2,-2
142150,Kidnapped,1995,-2,-2
56555,Life Support,2007,-1,-1
52702,Superstition,1982,-2,-2
204686,Ten Thousand Bedrooms,1957,-2,-2
170315,The Ceremony,1963,-2,-2
309889,The Culling,2015,-2,-2
18819,The Hunt for Eagle One,2006,-2,-2
10037,The Hunt for Eagle One: Crash Point,2006,-2,-2
122252,The Naked Street,1955,-2,-2
186869,The Vagrant,1992,-2,-2
80168,The Wild Party,1929,-2,-2
118549,The Wild Party,1956,-1,-1
48136,Two on a Guillotine,1965,0,rotten
56153,Mimì metallurgico ferito nell'onore,1972,-1,-1
155597,Tutto a posto e niente in ordine,1974,-1,-1
142358,La fine del mondo nel nostro solito letto in una notte piena di pioggia,1978,-1,-1
56177,Fatto di sangue fra due uomini per causa di una vedova. Si sospettano moventi politici,1978,-1,-1
56134,"Notte d'estate con profilo greco, occhi a mandorla e odore di basilico",1986,-2,-2
266689,Vanishing Pearls: The Oystermen of Pointe à la Hache,2014,100,fresh
54388,The Daring Dobermans,1973,-2,-2
96087,Funeral Kings,2012,90,fresh
59810,The Least of These,2011,-1,-1
253262,The Great Invisible,2014,91,fresh
328252,Sweet Home,2015,5,rotten
254128,San Andreas,2015,50,rotten
241257,Regression,2015,-1,-1
284537,Welcome to Me,2014,-1,-1
242332,Escape by Night,1937,-2,-2
79968,Gang Bullets,1938,-2,-2
63187,La Ragazza Dalla Pelle Di Luna,1972,-1,-1
53623,Due marines e un generale,1966,-1,-1
92705,"Svezia, inferno e paradiso",1968,-1,-1
29100,The Chase,1946,-1,-1
155128,Il corpo,1974,-1,-1
51476,Shoot to Kill,1947,-2,-2
63029,"Il signor Robinson, mostruosa storia d'amore e d'avventure",1976,-1,-1
28663,Woman on the Run,1950,86,fresh
59873,Amore libero - Free Love,1974,-1,-1
23334,Port of New York,1949,-2,-2
46626,Gang Busters,1955,-1,-1
109279,I Paladini. Storia d'armi e d'amori,1983,-1,-1
81720,Gangster Story,1959,-2,-2
89156,Róża,2011,-1,-1
259180,Den umulige time,1974,-2,-2
125889,Stjernerne og Vandbærerne,1974,-1,-1
284689,Testament of Youth,2014,-1,-1
300302,Comedy Central Roast of James Franco,2013,-2,-2
90171,Cenizas del Paraiso,1997,-2,-2
258630,Pelota,1983,-2,-2
89315,La ragazza del vagone letto,1980,-1,-1
134602,Half the Sky: Turning Oppression Into Opportunity for Women Worldwide,2012,-1,-1
173205,Girl Rising,2013,89,fresh
105972,"OC87: The Obsessive Compulsive, Major Depression, Bipolar, Asperger's Movie",2012,89,fresh
321494,The Man with the Iron Fists 2,2015,-2,-2
39412,Goodbye Emmanuelle,1977,-1,-1
40978,Emmanuelle 4,1984,-2,-2
146047,Emmanuelle 5,1987,-1,-1
61108,Emmanuelle 6,1988,-1,-1
40348,Emanuelle nera,1975,-1,-1
39965,Emanuelle nera: Orient reportage,1976,-2,-2
28682,Emanuelle in America,1977,-1,-1
28324,Emanuelle e gli ultimi cannibali,1977,-2,-2
28325,Emanuelle - Perché violenza alle donne?,1977,-1,-1
28574,Violenza in un carcere femminile,1982,-1,-1
153035,Provincia violenta,1978,-1,-1
89817,Poliziotti violenti,1976,-1,-1
84708,Captive Wild Woman,1943,33,rotten
99545,Night Monster,1942,60,fresh
294085,Valeria dentro e fuori,1972,-1,-1
166260,डोली सजा के रखना,1998,-1,-1
146270,Vaastav: The Reality,1999,-2,-2
31524,Sarfarosh,1999,-2,-2
290504,Awake: The Life of Yogananda,2014,64,fresh
174351,The Kill Team,2013,-1,-1
250734,Far from the Madding Crowd,2015,84,certified_fresh
249916,Appropriate Behavior,2015,95,certified_fresh
121929,De jueves a domingo,2012,82,fresh
84300,L,2012,-1,-1
282983,Magical Girl,2014,100,fresh
139215,Garrison Keillor: The Man on the Radio in the Red Shoes,2009,-1,-1
202575,The House of Magic,2013,-1,-1
134126,회사원,2012,-1,-1
137955,Crowsnest,2012,-2,-2
150230,Kill 'em All,2012,-2,-2
259611,Frontera,2014,54,rotten
265851,우는 남자,2014,-1,-1
214093,L'Amour Est un Crime Parfait,2013,-1,-1
71394,Dear Lemon Lima,2009,-1,-1
259072,Wrong Turn 6: Last Resort,2014,-2,-2
107184,Kriminal,1966,-2,-2
182067,Le spie amano i fiori,1966,-1,-1
254321,"A 008, operazione Sterminio",1965,-1,-1
2192,"Sandok, il Maciste della giungla",1964,-1,-1
110260,Zorro contro Maciste,1963,-1,-1
229134,Caterina di Russia,1963,-1,-1
49212,Demoni 3,1991,-2,-2
28318,Paura nel buio,1989,-2,-2
30997,La casa 3,1988,-2,-2
28678,La guerra del ferro - Ironmaster,1983,-1,-1
52809,La Banda Del Gobbo,1978,-2,-2
50849,Il grande attacco,1978,-1,-1
52810,"Il cinico, l'infame, il violento",1977,-2,-2
53155,Il trucido e lo sbirro,1976,-1,-1
94809,Napoli violenta,1976,-2,-2
52808,Roma a mano armata,1976,-1,-1
28489,Il giustiziere sfida la città,1975,-1,-1
105859,L'uomo della strada fa giustizia,1975,-1,-1
3701,Milano Rovente,1973,-2,-2
28488,Il coltello di ghiaccio,1972,-2,-2
68146,Il paese del sesso selvaggio,1972,-2,-2
3699,Sette orchidee macchiate di rosso,1972,-2,-2
64630,Un posto ideale per uccidere,1971,-2,-2
105079,A Quiet Place to Kill,1970,-1,-1
64525,Orgasmo,1969,-1,-1
145002,Una pistola per cento bare,1968,-1,-1
148431,Giunse Ringo e... fu tempo di massacro,1970,-1,-1
151423,Vamos a matar Sartana,1971,-1,-1
260857,Due Magnum .38 per una città di carogne,1975,-1,-1
268159,We Could Be King,2014,-2,-2
215946,Canopy,2013,-1,-1
290656,Raised by Wolves,2014,-2,-2
92397,Rites of Spring,2011,-1,-1
15165,Barbie as The Princess & the Pauper,2004,-2,-2
13284,Barbie: Fairytopia,2005,-2,-2
15016,Barbie of Swan Lake,2003,-2,-2
316322,Barbie in Princess Power,2015,-2,-2
21705,Barbie Diaries,2005,-1,-1
73456,Barbie: Princess Charm School,2011,-1,-1
285733,Barbie and the Secret Door,2014,-2,-2
57737,Barbie: A Fairy Secret,2011,-2,-2
13002,Barbie in the 12 Dancing Princesses,2006,-1,-1
129533,Barbie: The Princess & The Popstar,2012,-2,-2
13004,Barbie and the Diamond Castle,2008,-2,-2
34134,Barbie in A Mermaid Tale,2010,-1,-1
13283,Barbie as the Island Princess,2007,-2,-2
91342,Barbie in A Mermaid Tale 2,2012,-2,-2
23566,Barbie and the Three Musketeers,2009,-2,-2
168903,Barbie in the Pink Shoes,2013,-2,-2
13459,Barbie in 'A Christmas Carol',2008,-1,-1
255718,Barbie: The Pearl Princess,2013,-1,-1
196254,Barbie: Mariposa and The Fairy Princess,2013,-2,-2
16418,Barbie Presents: Thumbelina,2009,-2,-2
16962,Barbie Fairytopia: Magic of the Rainbow,2007,-2,-2
13285,Barbie Fairytopia: Mermaidia,2006,-2,-2
15015,Barbie as Rapunzel,2002,-2,-2
15906,Barbie and the Magic of Pegasus 3-D,2005,-1,-1
227200,Barbie & Her Sisters in A Pony Tale,2013,-2,-2
18198,Barbie Mariposa and Her Butterfly Fairy Friends,2008,-1,-1
136215,Barbie and the Rockers: Out Of This World,1987,-2,-2
53019,Der var engang,1966,-1,-1
56858,Nøglen til paradis,1970,-1,-1
33447,Sommer i Tyrol,1964,-1,-1
304410,La Famille Bélier,2014,-1,-1
98297,Green Sails,2000,-2,-2
249070,Hitman: Agent 47,2015,9,rotten
237718,How Sherlock Changed the World,2013,40,rotten
96349,Working Girls,1986,-1,-1
104513,Doug Stanhope: Before Turning the Gun on Himself,2012,-1,-1
68370,Doug Stanhope: Oslo - Burning the Bridge to Nowhere,2011,-1,-1
216989,Doug Stanhope: Beer Hall Putsch,2013,-1,-1
289339,Chelsea Peretti: One of the Greats,2014,100,fresh
54002,Listening to You: The Who Live at the Isle of Wight,1998,-1,-1
21671,The Comedians of Comedy: Live at The Troubadour,2007,-1,-1
335819,Ч/Б,2015,-1,-1
44683,Tinker Bell and the Great Fairy Rescue,2010,78,fresh
37339,The Man Who Skied Down Everest,1975,-2,-2
218670,One Eyed Girl,2014,-1,-1
240704,Island of Lemurs: Madagascar,2014,81,fresh
183832,Billy the Kid,1930,-1,-1
290815,Court,2015,98,certified_fresh
200918,The Secret Lives of Dorks,2013,11,rotten
174378,Run & Jump,2014,89,fresh
227325,A Fighting Man,2014,-1,-1
135214,Dom över död man,2012,-1,-1
209556,When Comedy Went to School,2013,55,rotten
160768,Jimmy P.,2013,-1,-1
287815,Call + Response,2008,83,fresh
193418,Spijt!,2013,-2,-2
38911,Yasmin,2004,-1,-1
173911,Bluebird,2014,79,fresh
75947,Charlie Bubbles,1967,-1,-1
298634,One Little Pill,2014,-2,-2
268015,Bukowski: The Last Straw,1980,-1,-1
283322,The Dead Lands,2014,-1,-1
232351,Two Raging Grannies,2013,-2,-2
275601,Ricki and the Flash,2015,65,fresh
44720,Lignes de Front,,-2,-2
2010-03-31,"[{'iso_639_1': 'fr', 'name': 'Français'}]",,-1,-1
284581,Back Issues: The Hustler Magazine Story,2014,-2,-2
113374,Kissinger,2011,-2,-2
182228,100 Degrees Below Zero,2013,-2,-2
288931,Pump!,2014,-1,-1
85129,Variety,1983,-2,-2
314407,Cocaine Cowboys: Reloaded,2014,-1,-1
171755,Genius on Hold,2013,83,fresh
256562,Tar Creek,2009,-2,-2
256328,The Water Front,2007,-2,-2
55194,Jedi Junkies,2010,-2,-2
65252,Breeders,1997,-2,-2
111173,Time Zero: The Last Year of Polaroid Film,2012,-1,-1
64316,贊先生與找錢華,1978,-1,-1
201867,The 'Socalled' Movie,2010,-2,-2
221418,Hank: 5 Years from the Brink,2013,-1,-1
84350,We’re Not Broke,2012,-1,-1
89595,Sushi: The Global Catch,2012,73,fresh
320179,Resistance,2015,-1,-1
305022,Exile Nation: The Plastic People,2014,-2,-2
128766,The Fruit Hunters,2012,-1,-1
57510,Ethos,2011,-2,-2
158443,Linda and Abilene,1969,-1,-1
133741,Radio Unnameable,2012,100,fresh
179159,Germ,2013,-1,-1
253291,DamNation,2014,50,rotten
75910,Lifted,2010,-1,-1
49785,Πίσω πόρτα,2000,-1,-1
332286,1915,2015,40,rotten
42413,The Workshop,2007,-2,-2
110980,The Mad Monster,1942,-2,-2
330115,Ride,2014,-1,-1
316715,The Eichmann Show,2015,-2,-2
50106,Die Gebrüder Skladanowsky,1995,-2,-2
42156,Lightning Over Water,1980,67,fresh
77352,Aufzeichnungen zu Kleidern und Städten,1989,-1,-1
320882,The Seven Five,2014,-1,-1
64714,Золотой теленок,1968,-1,-1
306482,Partisan,2015,-2,-2
168758,LFO,2013,100,fresh
153737,まごころ,1953,-1,-1
60170,Christopher and His Kind,2011,-1,-1
240607,Afyon oppio,1972,-1,-1
149868,Ja saapuu oikea yö,2012,-1,-1
301728,Infini,2015,82,certified_fresh
205466,Off World,2013,-1,-1
130612,Harry Dean Stanton: Partly Fiction,2012,-1,-1
284305,Musarañas,2014,95,fresh
101852,Shuffle,2012,-1,-1
285581,Ventos de Agosto,2014,-2,-2
332835,Piku,2015,89,fresh
326923,Babysitter's Black Book,2015,-2,-2
265934,"Tommy Cooper: Not Like That, Like This",2014,-1,-1
256021,Macondo,2014,-1,-1
164286,Down and Dangerous,2014,60,fresh
252596,German Angst,2015,-2,-2
273879,Black Angel,1980,-1,-1
54466,Dirty Business,2009,-1,-1
147055,Barnum!,1986,-2,-2
89857,High Road,2012,-2,-2
323214,Alexia,2013,-1,-1
327476,Luokkakokous,2015,-2,-2
254470,Pitch Perfect 2,2015,65,fresh
59839,The Gospel According to Philip K. Dick,2001,21,rotten
62363,Le viager,1972,-1,-1
121927,Get Mean,1976,-2,-2
223895,Razredni sovražnik,2013,-2,-2
264471,Farmland,2014,38,rotten
241553,Tricked: The Documentary,2013,71,fresh
290370,Mutant World,2014,-2,-2
172747,Orazi e Curiazi,1961,-1,-1
46568,Little Rita nel West,1967,-2,-2
46443,Preparati la bara!,1968,-2,-2
61738,Il pistolero dell'Ave Maria,1969,-2,-2
241562,Missione finale,1988,-1,-1
44488,The Prince and the Pauper,2000,-1,-1
101652,Giochi erotici nella terza galassia,1981,-1,-1
187447,Crash! Che botte... strippo strappo stroppio,1973,-1,-1
97987,L'uomo più velenoso del cobra,1971,-2,-2
107193,Che fanno i nostri supermen tra le vergini della giungla?,1970,-1,-1
218772,I guappi non si toccano,1979,-1,-1
72949,Otpusk v Sentyabre,1979,-1,-1
94527,Wszystko na sprzedaż,1969,-1,-1
136368,เอคโค่ จิ๋วก้องโลก,2012,-1,-1
266621,Love Hotel,2014,-2,-2
108353,How to Commit Marriage,1969,-2,-2
70324,The Trap,1959,-1,-1
183049,That Certain Feeling,1956,-1,-1
134223,Un hombre llamado Noon,1973,-1,-1
96793,Innocent Bystanders,1972,-2,-2
139170,The Long Day's Dying,1968,-2,-2
75193,Un Buda,2005,-2,-2
190795,Two Hundred Thousand Dirty,2014,-1,-1
261033,Manos sucias,2014,-1,-1
258099,Just Before I Go,2014,-1,-1
337101,El bosque de Karadima,2015,-2,-2
90879,"Skatetown, U.S.A.",1979,-2,-2
108969,Winter People,1989,11,rotten
187219,Joshua Then and Now,1985,-2,-2
52777,Split Image,1982,-2,-2
259550,Two Gentlemen Sharing,1969,80,fresh
130401,Tiara Tahiti,1962,-2,-2
13775,Macbeth,2006,48,rotten
1481,Metal Skin,1994,-2,-2
174754,Spettri,1987,-1,-1
175869,Der Schatz,1923,-2,-2
50868,Do Detectives Think?,1927,-2,-2
50922,You're Darn Tootin',1928,-2,-2
67025,중독,2002,-2,-2
214138,Pelo malo,2013,-1,-1
330544,Bessie,2015,90,certified_fresh
147287,Das kleine Chaos,1966,-1,-1
42770,Djöflaeyjan,1996,-1,-1
9646,Här har du ditt liv,1966,-1,-1
266442,Iverson,2014,-2,-2
213857,Milosc,2012,-1,-1
27998,The Murder Man,1935,-2,-2
277662,Nightingale,2015,82,fresh
66082,Rembrandt,1999,-2,-2
127142,Der Stadtstreicher,1966,-1,-1
29846,The Accused,1949,-2,-2
208517,The Coward,1915,-2,-2
191829,The Good Lie,2013,-1,-1
242629,The Iron Sheriff,1957,-2,-2
188465,The Life of Vergie Winters,1934,-2,-2
252886,The Lion Hunters,1951,-1,-1
257084,Tunisian Victory,1944,-2,-2
193524,The Stone Roses: Made of Stone,2013,76,fresh
258480,Carol,2015,94,certified_fresh
333382,Thought Crimes,2015,89,fresh
120370,Three Inches,2011,-2,-2
147841,El Medico: The Cubaton Story,2012,-2,-2
313867,Roald Dahl's Esio Trot,2015,-2,-2
57419,"Montevideo, Bog te video!",2010,-2,-2
31789,Pédale douce,1996,-2,-2
42533,Angels Die Hard,1970,-2,-2
61777,Dear America: Letters Home from Vietnam,1987,100,fresh
201419,Code Black,2014,88,certified_fresh
173165,The King of Arcades,2014,-2,-2
69129,Anonymous Rex,2004,-2,-2
129360,"Usain Bolt, La Légende",2012,-1,-1
134255,The American Scream,2012,100,fresh
326284,Pound of Flesh,2015,15,rotten
218482,Stripped,2014,-2,-2
242065,Lucia de B.,2014,-2,-2
241882,Ankhon Dekhi,2013,-1,-1
21625,Gulaal,2009,-2,-2
28740,Black Friday,2004,-1,-1
48842,Anthrax,2001,-1,-1
17593,영화는 영화다,2008,-1,-1
55033,The Buttercream Gang,1992,-2,-2
305088,露水紅顏,2014,-1,-1
245846,Strangerland,2015,41,rotten
31139,Служебный роман,1977,-1,-1
42279,Самогонщики,1962,-1,-1
191608,Гарпастум,2005,-1,-1
78478,On ne choisit pas sa famille,2011,-2,-2
257521,Persecuted,2014,0,rotten
298830,The Dorm,2014,-2,-2
276550,Susie's Hope,2013,-1,-1
34312,Sleepaway Camp III: Teenage Wasteland,1989,13,rotten
118612,After,2012,-1,-1
127326,Las manos,2006,-2,-2
58301,Betty Blowtorch: And Her Amazing True Life Adventures,2003,-2,-2
222885,Design Is One,2012,-1,-1
148782,Мне двадцать лет,1965,-1,-1
71393,Холодное лето пятьдесят третьего,1988,-1,-1
123949,Кококо,2012,-1,-1
51268,The Ransom of Red Chief,1998,-2,-2
145221,Monsters: Dark Continent,2014,-1,-1
215976,Reminiscence,2014,-2,-2
297362,Teacher of the Year,2015,100,fresh
76018,The Happening,1967,-1,-1
40537,Eyeborgs,2009,-2,-2
102165,The Mountain Road,1960,-2,-2
308715,Away and Back,2015,-2,-2
58128,Andaz Apna Apna,1994,-2,-2
21614,Hera Pheri,2000,-2,-2
254320,The Lobster,2015,-1,-1
322766,Beautiful & Twisted,2015,-2,-2
88937,"Abar, the First Black Superman",1977,-2,-2
287483,Am Ende ein Fest,2014,-1,-1
256057,Güeros,2015,48,rotten
287424,Maggie,2015,60,fresh
28746,"Ilsa, the Tigress of Siberia",1977,-1,-1
40029,女集中营,1973,-1,-1
103067,La vittima designata,1971,-2,-2
14067,Thunderstruck,2004,57,rotten
268920,Hot Pursuit,2015,7,rotten
41051,Permissive,1970,-1,-1
223485,Slow West,2015,92,certified_fresh
138502,Offline,2012,-2,-2
259830,Scintilla,2014,-2,-2
291854,Meet the Mormons,2014,18,rotten
24632,The Mad,2007,-1,-1
169844,Malarek,1988,-1,-1
84572,The Mars Underground,2007,-2,-2
65497,Martial Law,1991,-1,-1
193387,Me and the Kid,1993,-2,-2
40774,Midgets Vs. Mascots,2009,0,rotten
35564,The Midnight Hour,1985,-2,-2
94365,The Human Centipede 3 (Final Sequence),2015,17,rotten
87321,Mikey,1992,-2,-2
291613,Mistrial,1996,-2,-2
103675,Model by Day,1993,-1,-1
171424,The Green Inferno,2014,-1,-1
337210,Just About Famous,2015,-2,-2
113040,Alien Origin,2012,-2,-2
244418,The Bear,1984,-1,-1
114953,Lolly-Madonna XXX,1973,-2,-2
182424,Rita da Cascia,2004,-2,-2
167649,In the Shadow of the Sun,2012,-2,-2
33382,Chappaqua,1967,-1,-1
310319,Deli Man,2015,81,fresh
21554,Sparkle,1976,10,rotten
215520,فرش وغطا,2013,-1,-1
337944,Southern Rites,2015,-2,-2
248574,Barely Lethal,2015,26,rotten
292040,Spooks: The Greater Good,2015,63,fresh
61041,Woman Times Seven,1967,-2,-2
322488,Vehkleja,2015,-1,-1
56959,Gianni e le donne,2011,-1,-1
75162,Hurricane,1979,-1,-1
5061,Don't Lose Your Head,1966,-2,-2
63625,Indul a bakterház,1980,-1,-1
190853,Suzanne,2013,83,fresh
261039,"The Other One: The Long, Strange Trip of Bob Weir",2014,-1,-1
261857,Ballet 422,2014,-1,-1
51560,Oz,1976,-1,-1
91584,J.A.C.E.,2011,-1,-1
17566,ブレイブ ストーリー,2006,-1,-1
224303,Restless Virgins,2013,-2,-2
283704,Il giovane favoloso,2014,-2,-2
104146,A Fish in the Bathtub,1999,-2,-2
115384,Bulldog Drummond's Peril,1938,-2,-2
140470,Bulldog Drummond's Bride,1939,-2,-2
140418,Bulldog Drummond at Bay,1937,-2,-2
74314,Bulldog Drummond's Secret Police,1939,-2,-2
125873,Bulldog Drummond in Africa,1938,-2,-2
38433,Bulldog Drummond Comes Back,1937,-2,-2
140472,Bulldog Drummond's Revenge,1937,-2,-2
5056,Deadlier Than the Male,1967,-2,-2
26181,Some Girls Do,1969,-2,-2
277399,2047 - Sights of Death,2014,-2,-2
105869,Mankillers,1987,-2,-2
321769,Deep Web,2015,79,fresh
281730,Fugly,2014,-2,-2
118575,銀座化粧,1951,-1,-1
294544,"On Any Sunday, The Next Chapter",2014,54,rotten
48643,Piccadilly Jim,2005,-2,-2
43351,Pony Express,1953,-2,-2
12826,"Schöner Gigolo, armer Gigolo",1979,-1,-1
84628,The Survivor,1981,-1,-1
191322,Dark Horse,1992,-1,-1
61803,Shakedown,2002,-1,-1
73369,Shakedown,1950,-2,-2
236395,Success At Any Price,1934,-1,-1
52051,Seventeen Again,2000,-2,-2
78552,Sweet Sixteen,1983,-2,-2
104106,The Disappearance of Garcia Lorca,1996,-1,-1
320703,The Dramatics: A Comedy,2015,-1,-1
170277,Up the Creek,1958,-2,-2
25973,What Love Is,2007,-1,-1
132641,Tsuma,1953,-2,-2
59142,You Can't Run Away from It,1956,-2,-2
47590,Девушка с коробкой,1927,-1,-1
165567,Static,2012,-2,-2
32683,The Flapper,1920,-2,-2
334132,何以笙箫默,2015,-1,-1
47759,大闹天宫,1964,-1,-1
259954,5 to 7,2014,-1,-1
291817,Seymour: An Introduction,2015,100,certified_fresh
334130,Open Secret,2013,-1,-1
33510,Puffball,2007,-1,-1
32648,Terrore Sull'Everest,1997,-1,-1
170033,Parole de flic,1985,-1,-1
35401,Fear in the Night,1947,-2,-2
197366,Военно-полевой роман,1983,-1,-1
20870,Афоня,1975,-1,-1
